"id";"prec";"hfp";"forest";"area";"bioreg";"Var1";"Var2";"Ss";"Ce";"Cc";"Vv"
"273";439,653846153846;6,47058823529412;0,563277453757249;16,7514616082896;"3";3247,11611176472;2034,59054481929;30;5;10;15
"274";430,814285714286;11,2126436781609;0,083480345907569;37,0129564815266;"3";3211,61533706177;2001,0419777951;4;0;5;35
"275";449,969251336898;8,7;0,623413875759757;23,0540263774096;"2";3246,31488994032;2038,8246740339;64;74;30;32
"276";487,456140350877;8,1025641025641;0,269177251652684;36,6044316498992;"2";3336,10487647093;2062,50256071448;14;14;16;30
"277";501,151391162029;4,16308243727599;0,473312913033634;39,3312004380369;"3";3257,46582767052;2028,50140540031;91;12;19;35
"278";439,488372093023;8,75;0,228186545790671;27,4073530145711;"3";3213,30079658139;2018,15991402528;22;0;12;10
"279";447,62962962963;6;0,224171954965978;18,8105447567769;"3";3218,04683507049;2018,82546942274;15;0;6;30
"280";392,48253968254;14,9547619047619;0,277681256253509;37,312078514409;"2";3220,66896503047;2072,02639145475;221;28;65;45
"281";541,706896551724;4,21052631578947;0,376386640865756;38,414871095278;"2";3278,72875010988;2058,48465441229;5;11;15;5
"282";546,214906832298;4,61093117408907;0,507614550089293;54,4352074581873;"2";3309,33782848223;2070,5602184813;81;33;35;19
"283";512,166666666667;3,76470588235294;0,401946821211216;16,4975190508116;"2";3269,18031405796;2083,23004102081;31;1;14;0
"284";392,467105263158;24,9333333333333;0,019709998880037;16,2123942854673;"3";3208,18685310439;2056,44681441269;19;0;15;8
"285";573,775;1,07142857142857;0,745340423285961;26,4021867655507;"2";3305,61392728543;2041,5515827775;29;127;15;21
"286";393,1;20,6;0,136931210364287;6,61554970356728;"3";3219,20261130128;2075,74622018152;7;4;14;10
"287";391,974418604651;10,8935344827586;0,15873356633483;48,3098863640082;"3";3199,18637755533;2063,38635687834;79;0;55;215
"288";462,628571428571;6,45454545454545;0,224875683566955;44,631070962152;"3";3229,79390547952;2027,30109739687;47;0;24;12
"289";506,333333333333;4,475;0,414558647634385;40,392748936219;"2";3328,50901135097;2072,83915202416;18;8;28;14
"290";441,809523809524;11,3571428571429;0,100272811518932;13,3500498912182;"3";3221,29877965534;2030,60188656758;15;1;16;30
"291";434,757075346561;11,7404434387479;0,425838158855033;44,9239108165491;"3";3208,65038033161;2016,59526973327;193;32;76;51
"292";448;10,3636363636364;0,372404856234789;11,1761555385736;"2";3234,68142541177;2063,13740297172;35;2;21;30
"293";394,310784313725;21,4666666666667;0,137762204290279;31,7860775344043;"3";3193,72121134711;2055,96797986767;30;0;50;25
"294";576,495356037152;2,54960317460317;0,490295597417974;41,9645795352396;"2";3216,26184475646;2108,36262322301;74;2;32;19
"295";485,974358974359;2,2962962962963;0,387227834984235;26,1255901544788;"2";3230,25278146026;2098,60170651388;50;0;33;33
"296";411,93246464184;20,4937652625153;0,199290454205533;163,503630288294;"3";3200,87405329231;2055,39571535765;275;34;153;165
"297";455,971428571429;4,13636363636364;0,362322224729827;23,3131577428371;"2";3248,2814083994;2048,22409106232;8;6;10;14
"298";389,055555555556;10,8392857142857;0,006102804782281;11,3022581907144;"3";3215,55887295129;2061,64102226506;20;0;25;8
"299";534,8;5,10526315789474;0,680045226961374;18,9459881794106;"2";3313,92271601742;2057,62827021135;27;28;12;20
"300";439,516129032258;5,47368421052632;0,293684431446543;18,6653094484013;"2";3230,42001489939;2091,91444475912;21;0;16;5
"301";543,5;3,95238095238095;0,29285287001403;21,1068635045453;"2";3232,05643041776;2111,22801216712;25;0;23;17
"302";406,53984559176;6,75595238095238;0,213379653444964;59,8304571905433;"3";3222,74903933933;2066,25187021672;115;28;133;130
"303";519,673333333333;5,87955182072829;0,350060583196445;38,7981572038671;"2";3335,77811068614;2044,34139218266;38;26;24;23
"304";442,224358974359;7,1875;0,281426222506761;28,4088245214156;"3";3215,53625218733;2023,53984299748;31;1;14;26
"305";428,631818181818;15,9166666666667;0,174550943341828;43,2707881416125;"3";3215,3853947582;2036,57866890117;33;0;30;51
"306";527,783333333333;7,59523809523809;0,381975054469945;19,6925581960425;"2";3277,08230213308;2070,23574730781;42;31;16;20
"307";549,858201058201;1,04524886877828;0,732468459553611;39,9043046083592;"2";3216,70703230984;2100,12534747245;121;2;30;11
"308";435,324324324324;3,81818181818182;0,65091455909046;23,1882456795436;"2";3247,01003654954;2086,02324081283;30;6;20;25
"309";531,053333333333;1,12244897959184;0,622875397931784;50,6439533517969;"2";3284,79460572952;2053,61103070643;70;66;21;7
"310";453,029605263158;8,56857142857143;0,370741607205478;30,4460824862704;"3";3222,83660945236;2023,73834800159;173;0;32;2
"311";385,762893081761;19,5;0,12204762596975;42,5239006420837;"3";3212,98031052013;2068,58202789182;66;0;34;60
"312";433,59696630946;9,18866749688667;0,186518067462001;91,7482120207538;"3";3217,92843272452;1995,36727981266;97;0;30;79
"313";531,064285714286;1,2;0,683025873254812;10,0433340658291;"2";3280,64828174349;2073,53122395483;7;18;14;6
"314";470,614583333333;6,98039215686275;0,307786950958691;36,4307305857693;"2";3253,56948867439;2063,61900395186;93;48;82;40
"315";453,55;3,78571428571429;0,36015362511389;14,3741620681986;"3";3230,15273318402;2038,70475971146;25;1;24;7
"316";422,188271604938;14,0185185185185;0,254673893646215;31,1805725960842;"2";3232,78413432491;2074,58981849704;79;2;37;66
"317";412,352941176471;12,9;0,023695926950014;10,3188115669709;"2";3235,88019088933;2077,96020833995;10;0;10;15
"318";456,044074074074;10,3276785714286;0,168096917715839;52,4591266954286;"2";3237,84702068294;2065,9606625349;36;16;67;16
"319";430,093023255814;16,5714285714286;0,339777896345896;28,3488763838198;"3";3208,85734842637;2023,53806626429;30;1;14;25
